tile_name,patch_file,lon_center,lat_center
8602837_3331429.tif,8603028.7366_3332766.1025.png,8603028.736643985,3332766.102497818
8602837_3331429.tif,8603334.4848_3332766.1025.png,8603334.484757084,3332766.102497818
8602837_3331429.tif,8603640.2329_3332766.1025.png,8603640.23287018,3332766.102497818
8602837_3331429.tif,8603945.9810_3332766.1025.png,8603945.98098328,3332766.102497818
8602837_3331429.tif,8604175.2921_3332766.1025.png,8604175.292068101,3332766.102497818
8602837_3331429.tif,8601499.9961_3332460.3544.png,8601499.996078495,3332460.3543847203
8602837_3331429.tif,8601805.7442_3332460.3544.png,8601805.744191594,3332460.3543847203
8602837_3331429.tif,8602111.4923_3332460.3544.png,8602111.49230469,3332460.3543847203
8602837_3331429.tif,8602417.2404_3332460.3544.png,8602417.24041779,3332460.3543847203
8602837_3331429.tif,8602722.9885_3332460.3544.png,8602722.988530887,3332460.3543847203
8602837_3331429.tif,8603028.7366_3332460.3544.png,8603028.736643985,3332460.3543847203
8602837_3331429.tif,8603334.4848_3332460.3544.png,8603334.484757084,3332460.3543847203
8602837_3331429.tif,8603640.2329_3332460.3544.png,8603640.23287018,3332460.3543847203
8602837_3331429.tif,8603945.9810_3332460.3544.png,8603945.98098328,3332460.3543847203
8602837_3331429.tif,8604175.2921_3332460.3544.png,8604175.292068101,3332460.3543847203
8602837_3331429.tif,8601499.9961_3332154.6063.png,8601499.996078495,3332154.6062716227
8602837_3331429.tif,8601805.7442_3332154.6063.png,8601805.744191594,3332154.6062716227
