tile_name,lon_center,lat_center
8602837_3336932.tif,8601805.744191594,3337658.072307386
8602837_3336932.tif,8602111.49230469,3337658.072307386
8602837_3336932.tif,8602417.24041779,3337658.072307386
8602837_3336932.tif,8602722.988530887,3337658.072307386
8602837_3336932.tif,8603028.736643985,3337658.072307386
8602837_3336932.tif,8603334.484757084,3337658.072307386
8602837_3336932.tif,8603640.23287018,3337658.072307386
8602837_3336932.tif,8603945.98098328,3337658.072307386
8602837_3336932.tif,8604175.292068101,3337658.072307386
8602837_3336932.tif,8601499.996078495,3337352.3241942874
8602837_3336932.tif,8601805.744191594,3337352.3241942874
8602837_3336932.tif,8602111.49230469,3337352.3241942874
8602837_3336932.tif,8602417.24041779,3337352.3241942874
8602837_3336932.tif,8602722.988530887,3337352.3241942874
8602837_3336932.tif,8603028.736643985,3337352.3241942874
8602837_3336932.tif,8603334.484757084,3337352.3241942874
8602837_3336932.tif,8603640.23287018,3337352.3241942874
8602837_3336932.tif,8603945.98098328,3337352.3241942874
8602837_3336932.tif,8604175.292068101,3337352.3241942874
8602837_3336932.tif,8601499.996078495,3337046.5760811893
8602837_3336932.tif,8601805.744191594,3337046.5760811893
8602837_3336932.tif,8602111.49230469,3337046.5760811893
8602837_3336932.tif,8602417.24041779,3337046.5760811893
8602837_3336932.tif,8602722.988530887,3337046.5760811893
8602837_3336932.tif,8603028.736643985,3337046.5760811893
8602837_3336932.tif,8603334.484757084,3337046.5760811893
8602837_3336932.tif,8603640.23287018,3337046.5760811893
8602837_3336932.tif,8603945.98098328,3337046.5760811893
8602837_3336932.tif,8604175.292068101,3337046.5760811893
8602837_3336932.tif,8601499.996078495,3336740.8279680912
8602837_3336932.tif,8601805.744191594,3336740.8279680912
8602837_3336932.tif,8602111.49230469,3336740.8279680912
8602837_3336932.tif,8602417.24041779,3336740.8279680912
8602837_3336932.tif,8602722.988530887,3336740.8279680912
8602837_3336932.tif,8603028.736643985,3336740.8279680912
8602837_3336932.tif,8603334.484757084,3336740.8279680912
8602837_3336932.tif,8603640.23287018,3336740.8279680912
8602837_3336932.tif,8603945.98098328,3336740.8279680912
8602837_3336932.tif,8604175.292068101,3336740.8279680912
8602837_3336932.tif,8601499.996078495,3336435.079854993
8602837_3336932.tif,8601805.744191594,3336435.079854993
8602837_3336932.tif,8602111.49230469,3336435.079854993
8602837_3336932.tif,8602417.24041779,3336435.079854993
8602837_3336932.tif,8602722.988530887,3336435.079854993
8602837_3336932.tif,8603028.736643985,3336435.079854993
8602837_3336932.tif,8603334.484757084,3336435.079854993
8602837_3336932.tif,8603640.23287018,3336435.079854993
8602837_3336932.tif,8603945.98098328,3336435.079854993
